field_1,Codigo,Linea,Nombre,Latitude,Longitud,No_Lineas,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,geometry
716,401-102,401,CATURELI Y LEANDRO VALLE,29.130424,-110.986933,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986933 29.130424)
717,401-103,401,CATURELI Y YECORA,29.133203,-110.987368,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987368 29.133203)
718,1701-91,1701,Av Granados Y Carlos Caturegli,29.134785,-110.987582,2,1701,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987582 29.134785)
719,401-105,401,CATURELI Y REBEICO,29.137415,-110.988079,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988079 29.137415)
720,401-106,401,CARLOS CATUREGLI Y SANTA ROSALIA,29.13973,-110.988465,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988465 29.13973)
721,401-107,401,CATURELI Y TECORIPA,29.141207,-110.988675,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988675 29.141207)
722,401-108,401,CATURELI Y PILARES,29.142584,-110.98889,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98889 29.142584)
723,401-109,401,Calle Pilares y Calle Margarita Maza de Juarez,29.142367,-110.991627,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.991627 29.142367)
724,401-110,401,Calle Margarita Maza de Juarez y Placeritas,29.143371,-110.991876,2,401,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.991876 29.143371)
725,401-111,401,Blvd. Progreso y Blvd. Solidaridad,29.144278,-110.995349,4,401,700,1703,1801,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.995349 29.144278)
726,401-112,401,Blvd. Solidaridad y Campo Verde,29.142818,-110.996592,2,401,1701,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.996592 29.142818)
727,1702-32,1702,Blvd. Solidaridad,29.138913,-110.995805,3,1702,401,1801,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.995805 29.138913)
728,1702-33,1702,Blvd. Solidaridad Y Calle Emancipacion,29.137099,-110.995097,3,1702,401,1801,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.995097 29.137099)
729,1801-39,1801,blvd solidaridad e ignacio fierros,29.134552,-110.994111,2,1801,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.994111 29.134552)
730,402-1,402,M MAZA DE JUAREZ Y CAMPO VERDE,29.143549,-110.992045,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992045 29.143549)
731,402-2,402,CALLE PILARES Y CARLOS CATUREGLI,29.142601,-110.989115,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.989115 29.142601)
732,402-3,402,CARLOS CATUREGLI Y SANTA ROSA,29.140965,-110.988742,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988742 29.140965)
733,402-4,402,CARLOS CATUREGLI Y SUAQUI GRANDE,29.138776,-110.988407,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988407 29.138776)
734,402-5,402,CARLOS CATUREGLI Y REBEICO,29.137665,-110.988218,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988218 29.137665)
735,402-6,402,CARLOS CATUREGLI Y VILLA JUAREZ,29.135748,-110.98791,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98791 29.135748)
736,402-7,402,CARLOS CATUREGLI Y PUEBLO DE ALAMOS,29.134398,-110.987708,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987708 29.134398)
737,402-8,402,CARLOS CATUREGLI Y SAN PEDRO,29.131568,-110.98724,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98724 29.131568)
738,402-9,402,CARLOS CATUREGLI Y ALEJANDRO GARCIA,29.129492,-110.986891,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986891 29.129492)
739,402-10,402,CARLOS CATUREGLI Y AV LUCAAS ALAMAN,29.128339,-110.986669,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986669 29.128339)
740,402-11,402,CARLOS CATUREGLI Y JOSE JOAQUIN HERRERA,29.1269,-110.986477,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986477 29.1269)
741,402-12,402,CARLOS CATUREGLI Y AV SOSTENES ROCHA,29.125216,-110.98619,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98619 29.125216)
742,402-13,402,CARLOS CATUREGLI Y BLVD PORTILLO,29.123766,-110.98598,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98598 29.123766)
743,1801-62,1801,blvd jose loez portillo y margarita maza de juarez,29.123193,-110.988277,2,1801,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988277 29.123193)
744,402-15,402,BLVD LAZARO CARDENAS Y JUAN DE GRIJALVA,29.121968,-110.987995,2,402,1002,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987995 29.121968)
745,402-16,402,BLVD LAZARO CARDENAS Y AV DOMINGO DEL CASTILLO,29.120791,-110.98575,2,402,1002,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98575 29.120791)
746,402-17,402,BLVD LAZARO CARDENAS Y CALLE T LOPEZ DEL CASTLLO,29.119505,-110.983255,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983255 29.119505)
747,402-18,402,BLVD LAZARO CARDENAS Y OLIVARES,29.118965,-110.98221,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98221 29.118965)
748,402-19,402,BLVD LAZARO CARDENAS Y CALLE ARIZONA,29.11684,-110.978045,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.978045 29.11684)
749,402-20,402,BLVD CARDENAS Y LAS TORRES,29.115482,-110.975482,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975482 29.115482)
750,402-21,402,CÁRDENAS Y MONTE VERDE,29.114213,-110.973019,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973019 29.114213)
751,402-22,402,ABURTO Y MONTE VERDE,29.110026,-110.971782,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971782 29.110026)
752,402-23,402,ABURTO Y CALLE DE LA REFORMA,29.110319,-110.969437,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.969437 29.110319)
753,402-24,402,GUADALUPE VICTORIA  Y AV ROBERTO ROMERO,29.110368,-110.968309,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.968309 29.110368)
754,402-25,402,GUADALUPE VICTORIA  Y LUIS ORCI,29.108573,-110.96803,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96803 29.108573)
755,402-26,402,GUADALUPE VICTORIA  Y MENDOZA,29.105416,-110.967516,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967516 29.105416)
756,402-27,402,GUADALUPE VICTORIA Y JOSÉ CARMELO,29.102264,-110.966998,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966998 29.102264)
757,402-28,402,GUADALUPE VICTORIA Y JOSE S HELY,29.101191,-110.966821,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966821 29.101191)
758,402-29,402,GUADALUPE VICTORIA Y MICHOACAN,29.100118,-110.966657,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966657 29.100118)
759,402-30,402,GUADALUPE VICTORIA Y CAMPECHE,29.098008,-110.966327,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966327 29.098008)
760,402-31,402,GUADALUPE VICTORIA Y AGUAS CALIENTES,29.09484,-110.965814,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.965814 29.09484)
761,402-32,402,GUADALUPE VICTORIA Y NAYARIT,29.093782,-110.965635,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.965635 29.093782)
762,1602-90,1602,Monteverde y Nayarit,29.092829,-110.96937,2,1602,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96937 29.092829)
763,402-34,402,BLVD LUIS ENCINAS E IGNACIO ROMERO,29.08873,-110.967288,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967288 29.08873)
764,402-37,402,BLVD ROSALES Y NIÑOS HEROES,29.083476,-110.958857,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.958857 29.083476)
765,402-38,402,BLVD ROSALES Y AV MORELIA,29.07932,-110.957782,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957782 29.07932)
766,402-43,402,BLVD AGUSTIN DE VILDOSOLA,29.065857,-110.95497,9,402,1101,1102,1201,1801,801,901,902,1802,0,0,NA,NA,NA,POINT (-110.95497 29.065857)
767,901-41,901,Blvd. Agustin de Vildosola / Av. Ignacio Zaragoza Sur,29.062843,-110.954678,3,901,402,1801,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.954678 29.062843)
768,402-45,402,VILDOSOLA Y REVOLUCION,29.060761,-110.954464,7,402,801,1201,1801,1101,1102,1802,0,0,0,0,NA,NA,NA,POINT (-110.954464 29.060761)
769,402-46,402,VILDOSOLA Y 5 DE MAYO,29.058221,-110.954883,9,402,1101,1102,1201,1801,801,901,902,1802,0,0,NA,NA,NA,POINT (-110.954883 29.058221)
770,402-47,402,VILDOSOLA Y MANUEL OJEDA,29.055067,-110.955469,8,402,901,902,1101,1102,1201,1801,1802,0,0,0,NA,NA,NA,POINT (-110.955469 29.055067)
771,402-48,402,VILDOSOLA Y CRUZ GÁLVEZ,29.052926,-110.955858,5,402,1801,901,902,1802,0,0,0,0,0,0,NA,NA,NA,POINT (-110.955858 29.052926)
772,402-49,402,VILDOSOLA Y SAN PEDRO LA CONQUISTA,29.049794,-110.956469,8,402,1101,1102,1201,1801,901,902,1802,0,0,0,NA,NA,NA,POINT (-110.956469 29.049794)
773,402-50,402,VILDOSOLA Y MEZQUITE,29.047744,-110.956859,8,402,901,902,1101,1102,1201,1801,1802,0,0,0,NA,NA,NA,POINT (-110.956859 29.047744)
774,901-48,901,Blvd. Agustin de Vildosola / Bachilleres,29.044297,-110.957618,5,901,402,902,1201,1801,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957618 29.044297)
775,402-52,402,VILDOSOLA Y AV COMERCIAL VILLA HONORABLES,29.040267,-110.958313,8,402,1101,1102,1201,1801,901,902,1802,0,0,0,NA,NA,NA,POINT (-110.958313 29.040267)
776,402-56,402,PERIFERICO SUR,29.032952,-110.942316,2,402,601,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.942316 29.032952)
777,402-57,402,CARR A LA COLORADA,29.023972,-110.93603,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.93603 29.023972)
778,402-60,402,CAPOMO Y PECHITA,29.011656,-110.931893,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931893 29.011656)
779,402-61,402,CAPOMO Y CHUREA,29.009893,-110.931858,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931858 29.009893)
780,402-64,402,BLVD CAPOMO Y CALLE CALEZA,29.008384,-110.924569,2,402,601,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.924569 29.008384)
781,402-65,402,BLVD CAPOMO Y CALLE AGUA CCALIENTE,29.005035,-110.920755,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.920755 29.005035)
782,402-66,402,UNAMICHI Y BLVD EL PICACHO,29.003371,-110.920364,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.920364 29.003371)
783,402-67,402,BLVD EL PICACHO Y CARR A LA COLORADA,29.006321,-110.915148,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.915148 29.006321)
784,402-68,402,CARRA LA COLORADA,29.002732,-110.909855,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.909855 29.002732)
785,402-69,402,DE LOS OLIVOS,29.011076,-110.904353,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.904353 29.011076)
786,402-70,402,DE LOS OLIVOS Y DE LOS MAYOS,29.01975,-110.90344,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.90344 29.01975)
787,402-71,402,DE LOS OLIVOS Y DE LOS TARAHUMARAS,29.019153,-110.906918,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.906918 29.019153)
788,402-72,402,DE LOS OLIVOSS Y DE LA PLATA,29.019313,-110.91049,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.91049 29.019313)
789,402-73,402,DE LA PLATA  YDEL YESO,29.021762,-110.910556,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.910556 29.021762)
790,402-74,402,DE LA PLATA  Y DE LOS NOGALES,29.026215,-110.910662,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.910662 29.026215)
791,402-75,402,DE LA PLATA Y CARR A SAHUARIPA,29.029609,-110.910705,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.910705 29.029609)
792,402-76,402,CARR A SAHUARIPA,29.029939,-110.921761,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.921761 29.029939)
793,402-77,402,CARR A SAHUARIPA,29.029824,-110.92717,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.92717 29.029824)
794,402-85,402,BLVD PASEO LAS LOMAS Y BLVD SAN PEDRO DE LA CONQUISTA,29.046515,-110.943371,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943371 29.046515)
795,402-86,402,BLVD PASEO LASS LOMAS YRTNO PROVINCIA MALAGA,29.045086,-110.944148,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.944148 29.045086)
796,402-87,402,BLVD PASEO LASS LOMAS Y AV PASCAL,29.041489,-110.945356,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.945356 29.041489)
797,402-93,402,BLVD SOLIDARIDAD Y BACHILLERES,29.043634,-110.961294,5,402,701,801,1801,1802,0,0,0,0,0,0,NA,NA,NA,POINT (-110.961294 29.043634)
798,402-94,402,BLVD SOLIDARIDAD Y ESCUINAPA,29.047076,-110.962653,4,402,801,1801,1802,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.962653 29.047076)
799,402-100,402,BLVD SOLIDARIDAD Y BLVD FCO SERNA,29.069981,-110.971296,5,402,1400,1401,1501,1801,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971296 29.069981)
800,402-101,402,BLVD SOLIDARIDAD Y CALLE CATALANA,29.072244,-110.973925,2,402,1501,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973925 29.072244)
801,402-102,402,BLVVD SOLIDARIDAD Y CALLE E,29.073532,-110.976106,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.976106 29.073532)
802,402-103,402,BLVD SOLIDARIDAD Y CALLE DE LOS OLMOS,29.074833,-110.978296,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.978296 29.074833)
803,402-104,402,BLVD SOLIDARIDAD Y AV MIGUEL HIDALGO,29.079172,-110.981911,2,402,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981911 29.079172)
804,402-105,402,BLVD SOLIDARIDAD Y CALLE REAL DEL ARCO,29.083173,-110.983654,2,402,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983654 29.083173)
805,402-106,402,BLVD SOLIDARIDAD Y AV LUIS DONALDO COLOSIO,29.086553,-110.987078,2,402,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987078 29.086553)
806,402-107,402,BLVD SOLIDARIDAD Y BLVD JUAN NAVARRETE,29.089337,-110.9896,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.9896 29.089337)
807,402-108,402,BLVD SOLIDARIDAD,29.091194,-110.991316,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.991316 29.091194)
808,402-111,402,SOLIDARIDAD Y MENDOZA,29.102529,-110.992217,5,402,1002,1101,1102,1702,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992217 29.102529)
809,402-112,402,BLVD SOLIDARIDAD Y AV IGNACIO HERNANDEZ,29.108219,-110.99226,2,402,1702,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.99226 29.108219)
810,402-113,402,BLVD SOLIDARIDAD Y DALIA,29.111743,-110.992245,2,402,1702,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992245 29.111743)
811,402-114,402,BLVD SOLIDARIDAD AV LAS TORRES,29.114641,-110.992271,2,402,1702,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992271 29.114641)
812,1702-98,1702,Blvd. Solidariad Y Av. Ramon Angel Amante,29.117839,-110.992237,2,1702,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992237 29.117839)
813,402-116,402,SOLIDARIDAD Y ALVARO NUÑEZ,29.121022,-110.992311,1,402,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992311 29.121022)
814,402-117,402,SOLIDARIDAD Y CÁRDENAS,29.123986,-110.992324,2,402,1702,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992324 29.123986)
815,402-121,402,SOLIDARIDAD Y PUEBLO DE ÁLAMO,29.133707,-110.993465,2,402,1902,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.993465 29.133707)
816,501-1,501,Eusebio Francisco Kino/bl. Ignacio Soto,29.097299,-110.9308,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.9308 29.097299)
817,501-2,501,blvd mazon y calle pilares,29.097439,-110.92635,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.92635 29.097439)
818,501-3,501,calle pilares y lampasos,29.098754,-110.925116,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.925116 29.098754)
819,501-4,501,lampasos y pimas,29.099505,-110.92199,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.92199 29.099505)
820,501-5,501,lampasos y calle rosario ibarra de piedra,29.101065,-110.916164,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.916164 29.101065)
821,501-6,501,calle rosario ibarra de piedra y purisina,29.102108,-110.91832,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.91832 29.102108)
822,501-7,501,ocotlan y cocula,29.103008,-110.919505,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.919505 29.103008)
823,501-8,501,ocotlan y totonilco,29.105701,-110.919487,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.919487 29.105701)
824,501-9,501,ocotlan y  lagos de moreno,29.107489,-110.919503,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.919503 29.107489)
825,501-10,501,ocotlan y ojuelos,29.108234,-110.919497,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.919497 29.108234)
826,501-11,501,ocotlan y zihuatlan,29.110148,-110.919458,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.919458 29.110148)
827,501-12,501,cocotlan y chapala,29.110899,-110.920561,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.920561 29.110899)
828,501-13,501,chapala y tamazula,29.109639,-110.920733,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.920733 29.109639)
829,501-14,501,chapala y ojuelos,29.108276,-110.920733,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.920733 29.108276)
830,501-15,501,chapala y lagos de moreno,29.107391,-110.920728,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.920728 29.107391)
831,501-16,501,chapala y calle jalostitlan,29.105997,-110.92075,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.92075 29.105997)
832,501-17,501,chapala y calle las aguilas,29.103847,-110.920749,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.920749 29.103847)
833,501-18,501,calle las aguilas y san javier,29.103156,-110.92366,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.92366 29.103156)
834,501-19,501,calle las aguilas y los pilares,29.102645,-110.926072,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.926072 29.102645)
835,501-20,501,calle las aguilas y calle de la caridad,29.102336,-110.928488,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.928488 29.102336)
836,501-21,501,calle de la caridad y san lorenzo,29.102773,-110.928692,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.928692 29.102773)
837,501-22,501,calle de la caridad ypeñasco,29.103922,-110.928997,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.928997 29.103922)
838,501-23,501,calle de la caridad y san lorenzo,29.103285,-110.928956,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.928956 29.103285)
839,501-24,501,calle de la caridad y av mineral,29.101727,-110.928498,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.928498 29.101727)
840,501-25,501,el realito y el cobre,29.100277,-110.926995,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.926995 29.100277)
841,501-26,501,el realito y calle pilares,29.100491,-110.925766,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.925766 29.100491)
842,501-27,501,calle pilares y  cerro de oro,29.099823,-110.925516,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.925516 29.099823)
843,501-28,501,calle pilares y lampasos,29.099015,-110.925309,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.925309 29.099015)
844,501-31,501,blvd enrique mazon lopez y blvd ignacio soto,29.09755,-110.930335,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.930335 29.09755)
845,501-32,501,blvd eusebio kino y blvd ignacio soto,29.097557,-110.932343,2,501,901,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.932343 29.097557)
846,501-33,501,blvd eusebio kino y calle jazmin,29.097236,-110.935089,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.935089 29.097236)
847,801-97,801,Av. Veracruz y Carlos Ortiz,29.095627,-110.938736,2,801,501,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.938736 29.095627)
848,501-35,501,Av tamaulipas y gral antonio villareal,29.094643,-110.940705,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.940705 29.094643)
849,501-36,501,Av tamaulipas y 1 de mayo,29.094349,-110.942801,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.942801 29.094349)
850,501-37,501,Av tamaulipas y 5 de febrero,29.094141,-110.944704,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.944704 29.094141)
851,501-38,501,Av Tamaulipas y 16 de Septiembre,29.093939,-110.946406,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.946406 29.093939)
852,501-39,501,Av Tamaulipas y Zoila Reina de Palafox,29.093555,-110.949521,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.949521 29.093555)
853,501-40,501,Av Tamaulipas y Heriberto Aja,29.093235,-110.950955,4,501,1201,1703,901,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.950955 29.093235)
854,501-41,501,Heriberto Aja y Av Nuevo Leon,29.089176,-110.950472,4,501,901,1703,1201,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.950472 29.089176)
855,501-42,501,Heriberto Aja y Av Puebla,29.085851,-110.950098,3,501,901,1703,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.950098 29.085851)
856,501-43,501,Heriberto Aja y Niños Heroes,29.083613,-110.949854,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.949854 29.083613)
857,101-107,101,Luis Donaldo Colosio y Prof. Ignacio Soria,29.081378,-110.95018,9,101,102,501,1601,1602,1703,1901,1902,1702,0,0,NA,NA,NA,POINT (-110.95018 29.081378)
858,501-45,501,Av Monterrey y Av Luis Donaldo Colosio,29.0787,-110.951724,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.951724 29.0787)
859,501-46,501,Calle Garmendia y Av Morelia,29.07910239,-110.954553,6,501,1001,1002,1702,1901,1902,0,0,0,0,0,NA,NA,NA,POINT (-110.954553 29.07910239)
860,501-48,501,Calle Garmendia y AV luis Donaldo Colosio,29.08080327,-110.954906,5,501,1001,1002,1702,1902,0,0,0,0,0,0,NA,NA,NA,POINT (-110.954906 29.08080327)
861,601-111,601,Luis Encinas Hospital General,29.086272,-110.962707,4,601,501,1602,1702,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.962707 29.086272)
862,102-7,102,Blvd luis encinas y monte verde,29.089581,-110.968579,6,102,1001,1002,1702,1801,501,0,0,0,0,0,NA,NA,NA,POINT (-110.968579 29.089581)
863,1002-12,1002,Calle 12 de Octubre / Av. Tamaulipas,29.091104,-110.971133,4,1002,501,1001,1702,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971133 29.091104)
864,501-55,501,Calle 12 de Octubre y Avtlaxcala,29.094768,-110.971723,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971723 29.094768)
865,501-56,501,Calle 12 de Octubre y jose s. healy,29.100191,-110.972644,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972644 29.100191)
866,501-57,501,Calle 12 de Octubre y calle jose carmelo,29.101062,-110.972811,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972811 29.101062)
867,501-58,501,Calle 12 de Octubre y alberto gutierrez,29.103347,-110.973133,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973133 29.103347)
868,501-59,501,Calle 12 de Octubre y Av Alberto Gutierrex,29.106225,-110.973623,2,501,1902,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973623 29.106225)
869,501-60,501,Calle 12 de Octubre y Camelia,29.113827,-110.974994,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974994 29.113827)
870,501-61,501,blvd lazaro cardenas y av 5 monteverde,29.11449,-110.973517,1,501,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973517 29.11449)
