field_1,Codigo,Linea,Nombre,Latitude,Longitud,No_Lineas,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,geometry
2396,1602-24,1602,Reforma y 6 de Abril,29.123939,-110.972377,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972377 29.123939)
2397,1602-25,1602,Reforma y Baviacora,29.125117,-110.972559,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972559 29.125117)
2398,1602-26,1602,Reforma y Huepac,29.12649,-110.972799,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972799 29.12649)
2399,1602-27,1602,Reforma y Bacoachi,29.128299,-110.973098,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973098 29.128299)
2400,1602-28,1602,Reforma y Bacerac,29.1293,-110.973244,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973244 29.1293)
2401,1602-29,1602,Reforma y Matape,29.130701,-110.973474,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973474 29.130701)
2402,1602-30,1602,Reforma y Divisaderos,29.13209,-110.973697,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973697 29.13209)
2403,1602-31,1602,Reforma y Mazatan,29.132068,-110.973712,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973712 29.132068)
2404,1602-32,1602,Reforma entre Yecora y Opodepe,29.135355,-110.974238,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974238 29.135355)
2405,1602-33,1602,Reforma y Villa Juarez,29.137235,-110.974532,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974532 29.137235)
2406,1602-34,1602,Reforma y Rebeico,29.1391,-110.974829,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974829 29.1391)
2407,1602-35,1602,Reforma y Suaqui Grande,29.140523,-110.975068,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975068 29.140523)
2408,1602-36,1602,Reforma y Topahue,29.142153,-110.975303,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975303 29.142153)
2409,1602-37,1602,Reforma y Adivino,29.143546,-110.975533,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975533 29.143546)
2410,1602-39,1602,Jose Ma Escriva y Progreso,29.146282,-110.976918,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.976918 29.146282)
2411,1602-40,1602,Jose Ma Escriva y Arcelia Moraga,29.148067,-110.977148,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.977148 29.148067)
2412,1602-41,1602,Jose Ma Escriva y Lucrecia Ayon,29.149506,-110.977424,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.977424 29.149506)
2413,1602-42,1602,Jose Ma Escriva y Luz Valencia,29.152848,-110.97791,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97791 29.152848)
2414,1602-43,1602,Jose Ma Escriva y Frenson,29.156938,-110.978699,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.978699 29.156938)
2415,1602-44,1602,Jose Ma Escriva y Paseo del Cedro,29.165762,-110.980513,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.980513 29.165762)
2416,1602-45,1602,Tetakawui y calle telapon,29.165801,-110.983078,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983078 29.165801)
2417,1602-46,1602,Paseo del Cedro sillatepec,29.166105,-110.98404,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98404 29.166105)
2418,1602-47,1602,Paseo del Cedro y sillatepec,29.165386,-110.984053,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984053 29.165386)
2419,1602-48,1602,Paseo del cedro y rio nazas,29.165658,-110.981704,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981704 29.165658)
2420,1602-49,1602,paseo del cedro y Jose Ma Escriva,29.16566,-110.980358,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.980358 29.16566)
2421,1602-50,1602,Jose Ma Escriva,29.156961,-110.978886,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.978886 29.156961)
2422,1602-51,1602,Jose Ma Escriva y Luz Valencia,29.152942,-110.977765,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.977765 29.152942)
2423,1602-52,1602,Luz Valencia y Valla del Cortez,29.153202,-110.975363,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975363 29.153202)
2424,1602-55,1602,general piña y villa lobos,29.151734,-110.972215,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972215 29.151734)
2425,1602-56,1602,General Piña y Ricardo Corazon de Leon,29.150687,-110.972053,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972053 29.150687)
2426,1602-58,1602,General Piña y Araceli Moreaga,29.147893,-110.972186,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972186 29.147893)
2427,1602-59,1602,General Piña y Trincheras,29.144861,-110.971873,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971873 29.144861)
2428,1602-60,1602,General Piña y querobabi,29.143998,-110.971732,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971732 29.143998)
2429,1602-61,1602,General Piña y Topahue,29.14259,-110.971489,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971489 29.14259)
2430,1602-62,1602,General Piña y Suaqui Grande,29.140991,-110.971229,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971229 29.140991)
2431,1602-63,1602,General Piña y Rebeico,29.13959,-110.971043,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971043 29.13959)
2432,1602-64,1602,General Piña y Villa Juarez,29.137695,-110.97074,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97074 29.137695)
2433,1602-65,1602,General Piña y av granados,29.136973,-110.970621,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.970621 29.136973)
2434,1602-66,1602,General Piña y Yecora,29.135597,-110.970425,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.970425 29.135597)
2435,1602-67,1602,General Piña y Mazatan,29.134181,-110.970169,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.970169 29.134181)
2436,1602-68,1602,General Piña y Tepache,29.133275,-110.970019,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.970019 29.133275)
2437,1602-69,1602,General Piña y Huasabas,29.131167,-110.969683,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.969683 29.131167)
2438,1602-70,1602,General Piña y Baserac,29.130023,-110.969492,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.969492 29.130023)
2439,1602-71,1602,General Piña y Bacoachi,29.128604,-110.969248,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.969248 29.128604)
2440,1602-72,1602,General Piña entre Huepac y San Felipe,29.126778,-110.968968,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.968968 29.126778)
2441,1602-73,1602,General Piña y 6 de abril,29.12449,-110.968607,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.968607 29.12449)
2442,1602-74,1602,General Piña y Poder Legislativo,29.122283,-110.968253,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.968253 29.122283)
2443,1602-75,1602,General Piña y Congreso,29.120424,-110.967936,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967936 29.120424)
2444,1602-76,1602,General Piña entre 13 y 12,29.118368,-110.9676,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.9676 29.118368)
2445,1602-77,1602,General Piña entre 9 y 8,29.116496,-110.967284,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967284 29.116496)
2446,1602-78,1602,General Piña entre 5 y 4,29.114709,-110.967003,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967003 29.114709)
2447,1602-79,1602,General Piña y Jorge Valdez Muñoz,29.113367,-110.966775,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966775 29.113367)
2448,1602-80,1602,General Piña y Leocadio Salcedo,29.111683,-110.966535,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966535 29.111683)
2449,1602-81,1602,General Piña y Roberto Romero,29.110613,-110.966349,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966349 29.110613)
2450,1602-82,1602,General Piña y Luis Orci,29.108833,-110.966032,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966032 29.108833)
2451,1602-83,1602,General Piña y Enrique Quijada,29.106976,-110.965723,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.965723 29.106976)
2452,1602-84,1602,General Piña y Mendoza,29.105405,-110.96549,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96549 29.105405)
2453,1602-85,1602,Genreral Piña y Othon Almada,29.103319,-110.965128,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.965128 29.103319)
2454,1602-86,1602,General Piña y Jose S. Healy,29.101135,-110.964808,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.964808 29.101135)
2455,1602-87,1602,General Piña y Tabasco,29.099068,-110.964455,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.964455 29.099068)
2456,1602-88,1602,General Piña y Quintana Roo,29.096939,-110.964114,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.964114 29.096939)
2457,1602-89,1602,General Piña y Aguascalietes,29.094816,-110.963783,1,1602,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963783 29.094816)
2458,1701-3,1701,Blvd Solidaridad Y Blvd Progreso,29.144649,-110.996646,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.996646 29.144649)
2459,1701-4,1701,Blvd Progreso Av Nuevo Horizonte,29.144002,-110.997945,2,1701,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.997945 29.144002)
2460,1701-5,1701,Blvd Progreso Av Nuevo Horizonte,29.144384,-110.999918,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.999918 29.144384)
2461,1701-6,1701,Blvd Agustin F Zamora Y Genaro Moreno R,29.146253,-111.006311,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.006311 29.146253)
2462,1701-7,1701,Blvd Agustin F Zamora,29.149109,-111.006764,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.006764 29.149109)
2463,1701-8,1701,Blvd Agustin F Zamora  Y Pueblo Grande,29.151768,-111.007178,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.007178 29.151768)
2464,1701-9,1701,Blvd Agustin F Zamora,29.154033,-111.007611,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.007611 29.154033)
2465,1701-10,1701,Calz Pueblitos Y Pimas,29.15682,-111.0076,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.0076 29.15682)
2466,1701-11,1701,Calz Pueblitos Y BLVD PUEBLO NUEVO,29.159064,-111.008017,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.008017 29.159064)
2467,1701-12,1701,Blvd Pueblo Nuevo Y Pueblo De Oro,29.15938,-111.008736,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.008736 29.15938)
2468,1701-13,1701,BLVD PUEBLO NUEVO Y Blvd Agustin F Zamora,29.157837,-111.012321,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.012321 29.157837)
2469,1701-14,1701,BLVD PUEBLO NUEVO Y Pueblo Del Angel,29.156653,-111.015306,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.015306 29.156653)
2470,1701-15,1701,BLVD PUEBLO NUEVO Y  Calle Peedro Salazar Felix,29.156841,-111.016991,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.016991 29.156841)
2471,1701-16,1701,Calle Peedro Salazar Felix,29.155716,-111.017938,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.017938 29.155716)
2472,1701-17,1701,Calle Peedro Salazar Felix Y Los Pilares,29.153612,-111.019271,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.019271 29.153612)
2473,1701-18,1701,Calle Peedro Salazar Felix Y Nuevo Progreso,29.151426,-111.018998,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.018998 29.151426)
2474,1701-19,1701,Calle Peedro Salazar Felix Y De La Canela,29.149489,-111.018691,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.018691 29.149489)
2475,1701-20,1701,Calle Peedro Salazar Felix Y Blvd Luz Valencia,29.14684,-111.019236,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.019236 29.14684)
2476,1701-21,1701,Lazaro Mercado Y Villa De Suces,29.144828,-111.018934,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.018934 29.144828)
2477,1701-22,1701,Lazaro Mercado Y Blvd Progreso,29.143265,-111.018693,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.018693 29.143265)
2478,1701-23,1701,Progreso Y De Los Maestros,29.142292,-111.017825,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.017825 29.142292)
2479,1701-24,1701,Progreso Y Sierra Colorada,29.142982,-111.012772,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.012772 29.142982)
2480,1701-25,1701,Sierra Colorada Y Av Sierra Del Cajon,29.141372,-111.012522,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.012522 29.141372)
2481,1701-26,1701,Sierra Colorada Ycampo Verde,29.139139,-111.012125,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.012125 29.139139)
2482,1701-27,1701,Campo Verde Y Sierra De Las Huertas,29.139934,-111.007545,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.007545 29.139934)
2483,1701-28,1701,Campo Verde Y Sierra Maycoba,29.140893,-111.004094,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.004094 29.140893)
2484,1701-29,1701,Campo Verde Y Unidad,29.14172,-111.001173,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.001173 29.14172)
2485,401-113,401,Blvd. Solidaridad y Av. Rancho Viejo,29.138904,-110.995791,3,401,1701,1802,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.995791 29.138904)
2486,401-114,401,Blvd. Solidaridad y Calle Emancipaciòn,29.137079,-110.995088,3,401,1701,1802,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.995088 29.137079)
2487,401-115,401,Blvd. Solidaridad / Ignacio Fierros,29.134619,-110.994199,4,401,1701,1802,1901,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.994199 29.134619)
2488,401-116,401,Blvd. Solidaridad / Manuel r. Bobadilla,29.131766,-110.993113,4,401,1701,1802,1901,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.993113 29.131766)
2489,401-117,401,Blvd. Solidaridad / Alejandro Garcia,29.128934,-110.992708,3,401,1701,1901,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992708 29.128934)
2490,1701-36,1701,Blvd Solidaridad Y Av Mariano Jimenez,29.125795,-110.99267,2,1701,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.99267 29.125795)
2491,401-3,401,solidaridad y paseo del algodón,29.119032,-110.992633,3,401,1701,1802,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992633 29.119032)
2492,201-58,201,Solidaridad  y Las Torres/ San  blas,29.115614,-110.992665,3,201,1701,1802,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992665 29.115614)
2493,1701-40,1701,Blvd Solidaridad Y Camelia Poniente,29.11353,-110.992604,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992604 29.11353)
2494,1701-74,1701,Blvd Jose Lopez Portillo Y Juarez,29.126675,-110.952938,3,1701,1801,1901,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.952938 29.126675)
2495,1701-75,1701,Blvd Jose Lopez Portillo Y Calle Dos,29.126184,-110.958855,3,1701,1801,1901,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.958855 29.126184)
2496,1701-76,1701,Blvd Jose Lopez Portillo Y Calle Israel Gonzalez,29.125908,-110.961574,3,1701,1801,1901,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.961574 29.125908)
2497,1701-78,1701,Calle Beranrdo Reyes Y Av Banamichi,29.127805,-110.965915,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.965915 29.127805)
2498,1701-82,1701,Calle Beranrdo Reyes Y Av Mazatan,29.134459,-110.96725,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96725 29.134459)
2499,1701-83,1701,Av Mazatan Y Calle Gral Piña,29.134138,-110.969971,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.969971 29.134138)
2500,1701-84,1701,Av Mazatan Y Calle Guadalupe Victoria,29.133881,-110.971949,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971949 29.133881)
2501,1701-85,1701,Av Mazatan Y Calle De La Reforma,29.133638,-110.973873,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973873 29.133638)
2502,1701-86,1701,Av Mazatan Y Calle 12 De Octubre,29.133201,-110.977302,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.977302 29.133201)
2503,1701-87,1701,Av Mazatan Y Calle Arizona,29.132879,-110.979899,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.979899 29.132879)
2504,1701-88,1701,Av Mazatan Y Olivares,29.132492,-110.983157,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983157 29.132492)
2505,1701-89,1701,Olivares Y Av Granados,29.135244,-110.983928,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983928 29.135244)
2506,1701-90,1701,Av Granados Y Calle T Lopez Del Castillo,29.135052,-110.985367,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.985367 29.135052)
2507,1701-92,1701,Av Granados Y Calle Margarita Maza De Juarez,29.134449,-110.990321,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.990321 29.134449)
2508,1701-93,1701,Av Granados Y Blvd Solidaridad,29.134066,-110.993463,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.993463 29.134066)
2509,1701-97,1701,Calle Sierra Del Sur Y Enrique Oceguera,29.139155,-110.99843,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.99843 29.139155)
2510,1701-98,1701,Calle Sierra Del Sur Y Unidad,29.138797,-110.999676,2,1701,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.999676 29.138797)
2511,1701-101,1701,Calle Sierra De Las Huertas Y Av Sierra Monte Del Ajusco,29.137046,-111.0067,2,1701,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.0067 29.137046)
2512,1701-102,1701,Calle Sierra De Las Huertas Y Av Sierra Del Campanero,29.138453,-111.007238,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.007238 29.138453)
2513,1701-103,1701,Calle Sierra De Las Huertas Y Campo Verde,29.139696,-111.007673,2,1701,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.007673 29.139696)
2514,1701-104,1701,Campo Verde Y Sierra De Los Mojones,29.139612,-111.009055,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.009055 29.139612)
2515,1701-105,1701,Campo Verde Y Sierra Colorada,29.139005,-111.01184,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.01184 29.139005)
2516,1701-106,1701,Sierra Colorada Y Sierra Del Cajon,29.141361,-111.012406,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.012406 29.141361)
2517,1701-107,1701,Sierra Colorada Y Cerro Centinela,29.142705,-111.012614,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.012614 29.142705)
2518,1701-108,1701,Blvd Progreso Y Av Villa Del Real,29.142983,-111.015527,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.015527 29.142983)
2519,1701-109,1701,Calle Lazaro Mercado Y Villa Bugambilia,29.143234,-111.018562,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.018562 29.143234)
2520,1701-110,1701,Calle Lazaro Mercado Y Villa De Sauces,29.1447,-111.018798,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.018798 29.1447)
2521,1701-111,1701,Calle Lazaro Mercado Y Blvd Luz Valencia,29.146452,-111.019075,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.019075 29.146452)
2522,1701-112,1701,Calle Pedro Salazar Felix Y Av Del Amaranto,29.147874,-111.019005,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.019005 29.147874)
2523,1701-113,1701,Calle Pedro Salazar Felix Y De La Vainilla,29.149243,-111.018565,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.018565 29.149243)
2524,1701-114,1701,Calle Pedro Salazar Felix Y Nuevo Progreso,29.15142,-111.018874,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.018874 29.15142)
2525,1701-115,1701,Calle Pedro Salazar Felix Y La Uvalama,29.153714,-111.01914,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.01914 29.153714)
2526,1701-116,1701,Calle Pedro Salazar Felix,29.155698,-111.017832,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.017832 29.155698)
2527,1701-117,1701,Calle Pedro Salazar Felix Y Av Pueblo Bajo,29.157021,-111.016719,2,1701,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.016719 29.157021)
2528,1701-118,1701,Av Pueblo Bajo Y Pueblo Del Angel,29.156485,-111.015271,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.015271 29.156485)
2529,1701-119,1701,Av Pueblo Bajo Y Agustin F Zamora,29.157647,-111.012264,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.012264 29.157647)
2530,1701-120,1701,Av Pueblo Nuevo Y Calz Pueblitos,29.159324,-111.007498,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.007498 29.159324)
2531,1701-121,1701,Dr Jose Jimenez Cervantes Y Av Cortez,29.162118,-111.001559,1,1701,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.001559 29.162118)
2532,1702-2,1702,Blvd. Solidaridad,29.155882,-110.99673,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.99673 29.155882)
2533,1702-3,1702,Blvd. Solidaridad,29.164691,-110.997811,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.997811 29.164691)
2534,1702-4,1702,Blvd. Tapia Quijada Y Blvd. Solidaridad,29.166723,-110.999155,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.999155 29.166723)
2535,1702-5,1702,Blvd. Tapia Quijada Y Av. Paseo Pino Real Norte,29.165924,-111.002126,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.002126 29.165924)
2536,1702-6,1702,Dr. Jose Jimenez Cervantes,29.164205,-111.001957,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.001957 29.164205)
2537,1702-7,1702,Dr. Jose Jimenez Cervantes Y Av. Corteza,29.161832,-111.001673,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.001673 29.161832)
2538,1702-8,1702,Dr. Jose Jimenez Cervantes Y Blvd. Publo Nuevo,29.160621,-111.001537,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.001537 29.160621)
2539,1702-9,1702,Blvd. Pueblo Nuevo,29.159716,-111.00622,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.00622 29.159716)
2540,1702-10,1702,Calz. Pueblitos Y Blvd. Pueblo Nuevo,29.159013,-111.008142,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.008142 29.159013)
2541,1702-11,1702,Calz. Pueblitos,29.157834,-111.007936,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.007936 29.157834)
2542,1702-12,1702,Calz. Pueblitos Y Opatas,29.15682,-111.007739,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.007739 29.15682)
2543,1702-13,1702,Calz. Pueblitos Y Blvd. Agustin F. Zamora,29.155002,-111.008629,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.008629 29.155002)
2544,1702-14,1702,Blvd. Agustin F. Zamora Y Av. Pueblo Bajo,29.157294,-111.012527,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.012527 29.157294)
2545,1702-15,1702,Av. Pueblo Bajo,29.156551,-111.014994,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.014994 29.156551)
2546,1702-16,1702,Calle Pedro Salazar Felix Y Av. Pueblo Bajo,29.157132,-111.016759,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.016759 29.157132)
2547,1702-17,1702,Calle Pedro Salazar Felix Y Calle Pueblo Escondido,29.15568427,-111.0179615,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.0179615 29.15568427)
2548,1702-18,1702,Calle Pedro Salazar Felix Entre Uvalama Y Los Pilares,29.153591,-111.019279,1,1702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.019279 29.153591)
